Date,Food,Hhold,Clothing,DeptStores,Other,Restaurants,Total
Dec-23,16634,7096.7,4450.6,3189,6951,5837.4,44158.6
Jan-24,14188.2,5611.9,2757.7,1672.6,5285.4,5219.1,34734.9
Feb-24,13546.5,5211.7,2521.7,1435.1,5049.2,4981.1,32745.3
Mar-24,14838.6,5294.9,2667.2,1729.1,5228.6,5378.4,35136.7
Apr-24,13749.8,5195.6,2807.9,1728.6,5213.8,5325.3,34020.9
May-24,14189.2,5510.7,3021.8,1806.4,5535.7,5391.6,35455.4
Jun-24,13699.6,5841.5,2917.2,1859,5333.5,5115.3,34766.2
Jul-24,14115.7,5565.5,2770.6,1746.4,5539.6,5431.5,35169.4
Aug-24,14593.1,5596.6,2812.4,1699.7,5673.8,5554.8,35930.3
Sep-24,14066,5695.3,2779.8,1718.4,5527,5524.5,35311.2
